1,38.072,50.758
2,53.937,69.785
3,37.084,61.319
4,47.121,68.407
5,59.712,56.558
6,60.17,86.025
7,57.666,58.893
8,40.694,66.342
9,55.212,52.879
10,40.23,49.558
11,45.127,77.606
12,36.408,69.297
13,43.315,57.309
14,32.562,41.975
15,53.639,50.788
16,40.415,76.816
17,47.941,62.122
18,36.726,55.807
19,44.185,82.133
20,30.226,55.025
21,54.769,78.169
22,43.752,50.665
23,46.611,82.444
24,38.022,49.313
25,41.146,65.186
26,42.243,73.477
27,24.293,62.073
28,43.256,68.637
29,39.392,55.221
30,60.3,94.429
31,40.094,60.945
32,47.804,51.555
33,36.092,47.349
34,64.506,44.908
35,59.408,61.931
36,46.563,66.545
37,56.142,65.118
38,34.129,62.609
39,65.302,68.022
40,54.654,71.217
41,33.028,60.371
42,46.323,66.116
43,52.905,52.645
44,42.754,66.028
45,59.948,67.35
46,42.884,60.189
47,34.758,64.082
48,56.508,52.421
49,32.243,55.609
50,53.918,67.099
51,38.003,53.343
52,46.777,69.534
53,60.158,59.33
54,36.327,61.289
55,57.648,68.005
56,42.871,75.52
57,51.143,59.112
58,47.547,58.758
59,36.661,43.857
60,22.335,70.939
61,60.909,43.18
62,31.47,47.826
63,39.164,62.051
64,37.495,46.738
65,43.098,56.106
66,39.509,78.585
67,48.999,78.912
68,36.359,60.388
69,50.354,51.748
70,39.831,51.999
71,67.405,80.772
72,30.499,67.391
73,34.955,59.956
74,40.409,63.324
75,38.917,70.54
76,43.266,64.648
77,46.32,67.369
78,45.352,64.424
79,42.649,65.075
80,34.078,58.888
81,43.226,67.029
82,44.327,62.541
83,53.69,75.596
84,52.584,72.161
85,48.354,85.967
86,38.471,59.483
87,54.493,83.424
88,46.12,61.162
89,56.402,57.943
90,48.716,58.532
91,60.359,49.936
92,57.743,69.909
93,48.272,44.388
94,54.297,76.386
95,39.531,62.673
96,41.026,90.038
97,35.137,46.414
98,62.839,67.137
99,55.12,61.21
100,35.116,81.153
101,30.808,83.656
102,45.796,69.436
103,47.663,64.634
104,45.925,80.804
105,69.91,69.027
106,45.57,63.248
107,19.735,67.9
108,51.106,57.35
109,31.813,61.964
110,48.548,86.519
111,28.267,63.634
112,54.913,69.741
113,34.95,49.997
114,29.105,55.042
115,59.05,41.231
116,61.961,65.445
117,43.951,60.811
118,32.33,49.67
119,46.523,77.356
120,62.295,64.518
121,48.429,77.157
122,36.117,78.653
123,34.96,55.63
124,47.163,63.02
125,49.615,54.883
126,44.028,68.83
127,56.403,76.047
128,44.818,72.904
129,35.684,75.406
130,43.19,63.14
131,35.529,45.709
132,52.655,52.48
133,46.517,48.981
134,53.963,68.467
135,34.684,65.603
136,41.114,57.961
137,68.258,51.287
138,25.409,69.403
139,57.609,71.75
140,47.311,55.032
141,47.306,57.069
142,51.511,62.943
143,51.372,72.179
144,39.778,67.334
145,53.28,67.978
146,32.65,80.66
147,51.726,60.374
148,61.51,69.158
149,52.683,72.959
150,31.265,78.096
151,61.088,73.694
152,43.038,64.667
153,40.521,47.365
154,42.455,67.663
155,41.323,76.386
156,36.632,73.794
157,30.331,65.325
158,45.844,49.305
159,51.392,68.145
160,37.29,64.099
161,53.103,60.208
162,53.133,60.609
163,45.702,66.335
164,54.804,50.839
165,42.085,58.689
166,29.975,80.613
167,40.238,61.315
168,52.822,62.134
169,31.231,82.658
170,36.506,58.946
171,48.573,64.415
172,52.354,60.874
173,36.101,56.59
174,49.676,41.27
175,38.477,62.42
176,50.993,69.164
177,65.717,69.629
178,53.485,57.382
179,49.458,49.862
180,38.207,52.446
181,59.051,78.395
182,68.742,79.566
183,51.563,78.943
184,44.133,62.999
185,36.458,44.109
186,26.836,59.029
187,32.968,74.233
188,48.124,69.103
189,55.953,83.15
190,49.005,81.231
191,46.44,79.774
192,36.352,66.222
193,46.373,60.864
194,53.954,58.456
195,57.063,57.608
196,42.07,63.325
